id,lat,lon
468,51.253108,7.1386923
469,50.6946718,7.1404414
470,51.5472054,7.1456325
471,51.5734946,7.1482591
472,51.5453066,7.149148
473,51.2289658,7.1494316
474,50.7418031,7.1496706
475,51.6655822,7.1504002
476,51.2590729,7.1512946
477,49.4618003,7.1520415
478,51.9351145,7.1521585
479,50.7243536,7.153021
480,50.7520137,7.1556862
481,50.8102436,7.1575582
482,49.5188337,7.1587998
483,49.61724,7.15885
484,51.4454986,7.159807
485,51.2677627,7.1601504
486,51.1054402,7.1609254
487,51.9257809,7.1618007
488,50.8991832,7.1632231
489,50.8991786,7.1647531
490,50.7937484,7.1660354
491,49.4077411,7.1670153
492,50.1514455,7.1675003
493,51.5451672,7.1701389
494,51.4329554,7.1716701
495,51.18103,7.17423
496,52.7166281,7.1749777
497,51.7720685,7.1754094
498,50.7667652,7.1760106
499,51.7709601,7.1766634
500,50.6719807,7.1786298
501,51.4860344,7.1829998
502,49.3298081,7.1856997
503,51.2793129,7.1860841
504,50.8845548,7.1863537
505,51.5272846,7.1872504
506,51.511303,7.190674
507,50.7784893,7.1909162
508,51.507127,7.1912021
509,52.5289549,7.197046
510,50.8739864,7.1988826
511,52.5273064,7.1991828
512,51.1349307,7.1998472
513,51.4143796,7.2002318
514,51.4881418,7.200351
515,51.1362008,7.2016365
516,50.8339791,7.2063032
517,50.6231099,7.207844
518,51.4895055,7.2079017
519,50.8377064,7.2081434
520,53.4004608,7.2089302
521,51.1778608,7.2103273
522,51.1771136,7.2116755
523,51.5841172,7.2126171
524,51.501691,7.2127102
525,51.5186396,7.2128109
526,51.5828603,7.2130561
527,51.0442314,7.2141452
528,52.7971919,7.2147474
529,51.5501521,7.215267
530,51.4868817,7.2158295
531,52.4829339,7.21807
532,51.1770371,7.2183819
533,50.5943818,7.2195914
534,50.8069876,7.2197926
535,52.145433,7.2203721
536,51.5500379,7.2206609
537,50.4419002,7.2245353
538,50.2649897,7.2253907
539,50.4399732,7.2256282
540,50.6307233,7.2257277
541,50.267388,7.2267388
542,50.6422645,7.227667
543,51.1574833,7.2278211
544,51.4772973,7.2279138
545,51.1588211,7.2279719
546,51.5862327,7.2297477
547,50.1318786,7.2298648
548,51.5609114,7.2308552
549,51.1829319,7.2309857
550,51.2665236,7.2336374
551,50.468666,7.2340429
552,50.4660618,7.2355238
553,53.5979477,7.2356811
554,50.7833477,7.2359413
555,51.2791289,7.2382552
556,50.5707825,7.2383384
557,51.4575084,7.2392017
558,51.2196024,7.2411456
559,51.5604892,7.2467167
560,50.3271151,7.247536
561,50.8698025,7.2520697
562,51.1795547,7.2539778
563,51.4719278,7.2540541
564,49.2356332,7.2554999
565,49.5545737,7.2561217
566,50.5443993,7.2579005
567,51.2764309,7.2586155
568,51.2830996,7.258988
569,51.4723479,7.2594373
570,50.343663,7.2622222
571,50.5355148,7.269243
572,50.3824548,7.2699859
573,51.6339565,7.2735433
574,51.4992724,7.2765766
575,50.8252096,7.2769996
576,53.5186438,7.2803015
577,49.7354974,7.281921
578,52.7067024,7.2839882
579,52.7060477,7.284148
580,52.9821932,7.2883709
581,51.293503,7.2895527
582,51.3403414,7.2899524
583,52.6844696,7.2934856
584,52.6696544,7.2951675
