lon,lat
9.9935825,53.547427
9.9935829,53.5474275
9.9765379,53.5574241
9.9764469,53.5574696
9.9938983,53.5590021
9.9939009,53.5590029
9.9769705,53.5642365
9.9769697,53.5642364
9.9935736,53.558712
9.9935758,53.5587125
9.9761031,53.5528092
9.9757005,53.5524985
9.9797382,53.5554332
9.9804195,53.555129
9.9799217,53.5555366
9.9804537,53.5551422
9.9764937,53.557689
9.9764936,53.5576895
9.9798051,53.5554696
9.980352,53.5550857
9.9938679,53.5474794
9.9938687,53.5474799
9.9943005,53.5474174
9.9943017,53.5474179
9.9943013,53.5473915
9.9943025,53.5473919
9.9794146,53.5553601
9.9797329,53.5554353
9.9752996,53.561054
9.9755272,53.5612314
9.9768008,53.5574419
9.9768352,53.5574138
9.99338,53.5585561
9.9933819,53.5585565
9.9776632,53.5643217
9.9776632,53.5643216
9.994124,53.5472709
9.9941251,53.5472711
9.989463,53.5615665
9.9894585,53.5615659
9.9941193,53.5472977
9.9941205,53.5472981
9.9695285,53.5462029
9.9695278,53.5462031
9.9695717,53.5461956
9.9695711,53.5461959
9.9771506,53.5644268
9.97715,53.5644268
9.9699327,53.5460925
9.9698291,53.5460402
9.9755249,53.5612329
9.9752971,53.5610537
9.9773084,53.5644668
9.9773081,53.564467
9.9940623,53.5585088
9.994065,53.5585092
9.9943005,53.5474174
9.9943017,53.5474179
9.9769496,53.5577524
9.9769499,53.5577531
9.9691548,53.5459501
9.9691068,53.546133
9.9950671,53.5487286
9.9950683,53.548729
9.9695253,53.5458642
9.9697552,53.5460665
9.9691857,53.5461388
9.9690681,53.5459679
9.9756113,53.5608829
9.9755721,53.5612263
9.993919,53.547478
9.9939199,53.5474785
9.9943012,53.5473636
9.9943025,53.547364
9.9690259,53.5460631
9.9690187,53.546034
9.9698024,53.5459904
9.9690249,53.5460633
9.9755626,53.5608869
9.9756109,53.5608843
9.9901053,53.561237
9.9902125,53.5613199
9.9752902,53.5610233
9.975288,53.5610245
9.988782,53.5475509
9.9887495,53.5475545
9.9927952,53.5575152
9.9927961,53.5575154
9.9756342,53.5611857
9.9753728,53.5609798
9.97911,53.5554185
9.9789713,53.555446
9.9750668,53.5516684
9.9750682,53.551669
9.9755171,53.5605104
9.9751819,53.5604037
9.9769499,53.557693
9.9770246,53.5576232
9.9936424,53.5588272
9.9936447,53.5588279
9.9819848,53.5643448
9.9819859,53.5643454
9.9935264,53.5585748
9.9935286,53.5585753
9.9941292,53.5472441
9.9941304,53.5472444
9.9942758,53.5589394
9.9942787,53.5589403
9.9943161,53.5589084
9.9943192,53.5589092
9.994075,53.5584354
9.9940777,53.5584357
9.9941203,53.55843
