lot,campus_exit,campus_exit_from_t0_s,campus_exit_travel_s,finish_exit,finish_from_t0_s
P6,Stadium Way,7322,7261,Brewer Park,7436
P5,Stadium Way,1755,1694,Brewer Park,1876
P5,Stadium Way,604,543,Brewer Park,716
P5,Stadium Way,3921,3860,Brewer Park,4026
P2,Colonel By,196,135,Hogs Back Plaza (SW dest.),769
P7,Stadium Way,10440,10379,Brewer Park,10550
P4,Stadium Way,4077,4016,Brewer Park,4189
P5,Stadium Way,3127,3066,Brewer Park,3235
P5,Stadium Way,1917,1856,Brewer Park,2022
P7,Stadium Way,11140,11079,Brewer Park,11250
P7,Stadium Way,10162,10101,Brewer Park,10267
P7,Stadium Way,8706,8645,Brewer Park,8810
P5,Stadium Way,2522,2461,Brewer Park,2631
P7,Stadium Way,12749,12688,Brewer Park,12855
P6,Stadium Way,7469,7408,Brewer Park,7579
P6,Stadium Way,4293,4232,Brewer Park,4409
P7,Colonel By,10002,9941,Brewer Park,10760
P6,Stadium Way,6407,6346,Brewer Park,6514
P7,Stadium Way,10552,10491,Brewer Park,10664
P6,Stadium Way,5038,4977,Brewer Park,5151
P7,Stadium Way,10508,10447,Brewer Park,10619
P6,Stadium Way,7707,7646,Brewer Park,7818
P7,Stadium Way,8652,8591,Brewer Park,8760
P4,Stadium Way,3750,3689,Brewer Park,3862
P7,Stadium Way,11537,11476,Brewer Park,11651
P7,Stadium Way,9710,9649,Brewer Park,9817
P4,Stadium Way,4105,4044,Brewer Park,4210
P5,Stadium Way,2177,2116,Brewer Park,2285
P7,Stadium Way,9279,9218,Brewer Park,9382
P1,Colonel By,152,91,Hogs Back Plaza (SW dest.),337
P6,Stadium Way,5823,5762,Brewer Park,5937
P2,Colonel By,508,447,Hogs Back Plaza (SW dest.),860
P6,Stadium Way,4094,4033,Brewer Park,4205
P7,Stadium Way,11859,11798,Brewer Park,11970
P7,Stadium Way,8365,8304,Brewer Park,8474
P6,Stadium Way,6802,6741,Brewer Park,6915
P6,Stadium Way,5621,5560,Brewer Park,5731
P7,Stadium Way,8829,8768,Brewer Park,8939
P6,Stadium Way,6463,6402,Brewer Park,6566
P6,Stadium Way,7050,6989,Brewer Park,7170
P7,Stadium Way,9686,9625,Brewer Park,9794
P1,Colonel By,141,80,Hogs Back Plaza (SW dest.),323
P5,Stadium Way,751,690,Brewer Park,870
P6,Stadium Way,8148,8087,Brewer Park,8256
P6,Stadium Way,6329,6268,Brewer Park,6434
P4,Stadium Way,4091,4030,Brewer Park,4201
P2,Colonel By,506,445,Hogs Back Plaza (SW dest.),856
P7,Stadium Way,10006,9945,Brewer Park,10115
P4,Stadium Way,4698,4637,Brewer Park,4812
P5,Stadium Way,1616,1555,Brewer Park,1731
P6,Stadium Way,6245,6184,Brewer Park,6356
P7,Stadium Way,9480,9419,Brewer Park,9597
P1,Colonel By,302,241,Hogs Back Plaza (SW dest.),535
P5,Stadium Way,3932,3871,Brewer Park,4043
P6,Stadium Way,5300,5239,Brewer Park,5408
P7,Stadium Way,9380,9319,Brewer Park,9480
P7,Stadium Way,9549,9488,Brewer Park,9660
P7,Colonel By,11538,11477,Brewer Park,12326
P7,Stadium Way,8997,8936,Brewer Park,9111
P1,Colonel By,201,140,Hogs Back Plaza (SW dest.),401
P5,Stadium Way,2117,2056,Brewer Park,2221
P6,Stadium Way,8217,8156,Brewer Park,8326
P6,Stadium Way,7681,7620,Brewer Park,7789
P6,Stadium Way,4368,4307,Brewer Park,4484
P7,Stadium Way,10502,10441,Brewer Park,10610
P7,Colonel By,10028,9967,Brewer Park,10790
P7,Colonel By,10015,9954,Brewer Park,10768
P6,Stadium Way,6458,6397,Brewer Park,6559
P7,Colonel By,10219,10158,Brewer Park,11006
P6,Stadium Way,6130,6069,Brewer Park,6231
P6,Stadium Way,7286,7225,Brewer Park,7397
P6,Stadium Way,5474,5413,Brewer Park,5581
P6,Stadium Way,7767,7706,Brewer Park,7877
P7,Colonel By,10303,10242,Brewer Park,11084
P4,Stadium Way,4758,4697,Brewer Park,4868
P6,Stadium Way,8000,7939,Brewer Park,8102
P7,Stadium Way,11762,11701,Brewer Park,11867
P3,Raven Rd emergency,949,888,Brewer Park,1552
P7,Stadium Way,2691,2630,Brewer Park,2801
P7,Stadium Way,10030,9969,Brewer Park,10140
P7,Stadium Way,8769,8708,Brewer Park,8880
P6,Stadium Way,8193,8132,Brewer Park,8309
P5,Stadium Way,2350,2289,Brewer Park,2459
P6,Stadium Way,5829,5768,Brewer Park,5941
P7,Stadium Way,8424,8363,Brewer Park,8533
P7,Stadium Way,9158,9097,Brewer Park,9267
P5,Stadium Way,2317,2256,Brewer Park,2425
P7,Stadium Way,9349,9288,Brewer Park,9465
P5,Stadium Way,2334,2273,Brewer Park,2442
P6,Stadium Way,8018,7957,Brewer Park,8126
P7,Stadium Way,12191,12130,Brewer Park,12306
P6,Stadium Way,6815,6754,Brewer Park,6927
P5,Stadium Way,3339,3278,Brewer Park,3452
P7,Stadium Way,11927,11866,Brewer Park,12035
P3,Raven Rd emergency,1194,1133,Brewer Park,1800
P3,Raven Rd emergency,745,684,Brewer Park,1378
P6,Stadium Way,8013,7952,Brewer Park,8117
P6,Stadium Way,7263,7202,Brewer Park,7375
P4,Stadium Way,4767,4706,Brewer Park,4877
P7,Colonel By,11978,11917,Brewer Park,12787
P5,Stadium Way,1777,1716,Brewer Park,1898
P7,Stadium Way,9624,9563,Brewer Park,9738
P5,Stadium Way,3028,2967,Brewer Park,3130
P3,Raven Rd emergency,953,892,Brewer Park,1565
P5,Stadium Way,809,748,Brewer Park,924
P5,Stadium Way,854,793,Brewer Park,960
P6,Stadium Way,4680,4619,Brewer Park,4790
P7,Colonel By,11815,11754,Brewer Park,12603
P7,Stadium Way,8846,8785,Brewer Park,8960
P7,Stadium Way,9413,9352,Brewer Park,9520
P3,Raven Rd emergency,506,445,Brewer Park,1153
P5,Stadium Way,3049,2988,Brewer Park,3155
P7,Stadium Way,10097,10036,Brewer Park,10202
P7,Stadium Way,11289,11228,Brewer Park,11404
P7,Stadium Way,8705,8644,Brewer Park,8806
P7,Stadium Way,10151,10090,Brewer Park,10260
P6,Stadium Way,7124,7063,Brewer Park,7233
P7,Stadium Way,11011,10950,Brewer Park,11118
P5,Stadium Way,1849,1788,Brewer Park,1962
P7,Stadium Way,9345,9284,Brewer Park,9456
P4,Stadium Way,4729,4668,Brewer Park,4835
P5,Stadium Way,141,80,Brewer Park,166
P5,Stadium Way,2739,2678,Brewer Park,2848
P7,Stadium Way,8459,8398,Brewer Park,8563
P1,Colonel By,116,55,Hogs Back Plaza (SW dest.),291
P6,Stadium Way,7517,7456,Brewer Park,7626
P5,Stadium Way,3959,3898,Brewer Park,4068
P6,Stadium Way,7391,7330,Brewer Park,7500
P7,Stadium Way,10461,10400,Brewer Park,10568
P1,Colonel By,171,110,Hogs Back Plaza (SW dest.),366
P7,Stadium Way,12880,12819,Brewer Park,12987
P5,Stadium Way,2896,2835,Brewer Park,3006
P5,Stadium Way,2748,2687,Brewer Park,2858
P5,Stadium Way,3730,3669,Brewer Park,3839
P6,Stadium Way,7158,7097,Brewer Park,7267
P1,Colonel By,399,338,Hogs Back Plaza (SW dest.),659
P6,Stadium Way,8127,8066,Brewer Park,8235
P6,Stadium Way,4434,4373,Brewer Park,4544
P7,Stadium Way,10431,10370,Brewer Park,10540
P7,Stadium Way,9573,9512,Brewer Park,9682
P6,Stadium Way,5267,5206,Brewer Park,5369
P5,Stadium Way,2974,2913,Brewer Park,3085
P7,Colonel By,11699,11638,Brewer Park,12498
P6,Stadium Way,6164,6103,Brewer Park,6270
P5,Stadium Way,3240,3179,Brewer Park,3353
P5,Stadium Way,3613,3552,Brewer Park,3727
P5,Stadium Way,457,396,Brewer Park,565
P5,Stadium Way,2020,1959,Brewer Park,2138
P6,Stadium Way,7923,7862,Brewer Park,8039
P7,Stadium Way,10603,10542,Brewer Park,10715
P5,Stadium Way,3012,2951,Brewer Park,3122
P7,Stadium Way,8673,8612,Brewer Park,8785
P7,Stadium Way,8659,8598,Brewer Park,8768
P7,Colonel By,11895,11834,Brewer Park,12697
P7,Stadium Way,10367,10306,Brewer Park,10472
P6,Stadium Way,6889,6828,Brewer Park,6999
P6,Stadium Way,5471,5410,Brewer Park,5576
P4,Stadium Way,4468,4407,Brewer Park,4577
P6,Stadium Way,4036,3975,Brewer Park,4149
P7,Stadium Way,8996,8935,Brewer Park,9107
P6,Stadium Way,6797,6736,Brewer Park,6907
P7,Stadium Way,9921,9860,Brewer Park,10028
P3,Raven Rd emergency,487,426,Brewer Park,1119
P7,Stadium Way,9527,9466,Brewer Park,9639
P5,Stadium Way,3358,3297,Brewer Park,3464
P6,Stadium Way,6590,6529,Brewer Park,6702
P6,Stadium Way,6160,6099,Brewer Park,6265
P7,Stadium Way,9583,9522,Brewer Park,9694
P2,Colonel By,192,131,Hogs Back Plaza (SW dest.),764
P5,Stadium Way,310,249,Brewer Park,419
P3,Raven Rd emergency,1186,1125,Brewer Park,1791
P5,Stadium Way,3848,3787,Brewer Park,3953
P5,Stadium Way,1797,1736,Brewer Park,1910
P7,Stadium Way,12060,11999,Brewer Park,12169
P5,Stadium Way,2660,2599,Brewer Park,2767
P5,Stadium Way,1842,1781,Brewer Park,1948
P6,Stadium Way,8031,7970,Brewer Park,8140
P7,Stadium Way,9151,9090,Brewer Park,9263
P7,Stadium Way,8619,8558,Brewer Park,8729
P6,Stadium Way,6139,6078,Brewer Park,6244
P6,Stadium Way,4654,4593,Brewer Park,4769
P6,Stadium Way,6234,6173,Brewer Park,6347
P7,Stadium Way,9546,9485,Brewer Park,9654
P7,Stadium Way,9502,9441,Brewer Park,9614
P7,Stadium Way,8756,8695,Brewer Park,8866
P5,Stadium Way,418,357,Brewer Park,527
P5,Stadium Way,3618,3557,Brewer Park,3731
P7,Colonel By,11638,11577,Brewer Park,12429
P5,Stadium Way,2236,2175,Brewer Park,2344
P5,Stadium Way,2615,2554,Brewer Park,2731
P6,Stadium Way,8203,8142,Brewer Park,8318
P5,Stadium Way,2065,2004,Brewer Park,2173
P7,Stadium Way,8872,8811,Brewer Park,8989
P7,Stadium Way,8653,8592,Brewer Park,8764
P5,Stadium Way,3101,3040,Brewer Park,3208
P5,Stadium Way,3278,3217,Brewer Park,3387
P5,Stadium Way,777,716,Brewer Park,893
P1,Colonel By,198,137,Hogs Back Plaza (SW dest.),397
P7,Stadium Way,10244,10183,Brewer Park,10355
P5,Stadium Way,446,385,Brewer Park,548
P6,Stadium Way,6970,6909,Brewer Park,7079
P6,Stadium Way,4356,4295,Brewer Park,4470
P4,Stadium Way,4352,4291,Brewer Park,4462
P5,Stadium Way,2278,2217,Brewer Park,2378
P7,Colonel By,11916,11855,Brewer Park,12713
P6,Stadium Way,6515,6454,Brewer Park,6627
P4,Stadium Way,4629,4568,Brewer Park,4739
P3,Raven Rd emergency,137,76,Brewer Park,269
P7,Stadium Way,11014,10953,Brewer Park,11122
P7,Colonel By,10252,10191,Brewer Park,11037
P5,Stadium Way,1770,1709,Brewer Park,1889
P6,Stadium Way,7819,7758,Brewer Park,7928
P6,Stadium Way,5812,5751,Brewer Park,5924
P6,Stadium Way,4982,4921,Brewer Park,5094
P6,Stadium Way,5948,5887,Brewer Park,6061
P5,Stadium Way,1749,1688,Brewer Park,1865
P7,Stadium Way,11667,11606,Brewer Park,11774
P7,Stadium Way,8962,8901,Brewer Park,9066
P1,Colonel By,431,370,Hogs Back Plaza (SW dest.),691
P5,Stadium Way,2542,2481,Brewer Park,2643
P5,Stadium Way,3106,3045,Brewer Park,3216
P3,Raven Rd emergency,141,80,Brewer Park,282
P4,Stadium Way,4718,4657,Brewer Park,4831
P7,Stadium Way,4119,4058,Brewer Park,4226
P6,Stadium Way,4037,3976,Brewer Park,4153
P6,Stadium Way,6541,6480,Brewer Park,6645
P5,Stadium Way,3039,2978,Brewer Park,3143
P7,Stadium Way,8736,8675,Brewer Park,8840
P4,Stadium Way,4337,4276,Brewer Park,4445
P5,Stadium Way,1173,1112,Brewer Park,1279
P5,Stadium Way,458,397,Brewer Park,568
P1,Colonel By,204,143,Hogs Back Plaza (SW dest.),405
P7,Stadium Way,8854,8793,Brewer Park,8969
P2,Colonel By,202,141,Hogs Back Plaza (SW dest.),776
P7,Stadium Way,9862,9801,Brewer Park,9978
P3,Raven Rd emergency,913,852,Brewer Park,1504
P7,Stadium Way,10516,10455,Brewer Park,10629
P5,Stadium Way,2933,2872,Brewer Park,3037
P5,Stadium Way,1707,1646,Brewer Park,1813
P5,Stadium Way,2998,2937,Brewer Park,3106
P5,Stadium Way,1713,1652,Brewer Park,1825
P6,Stadium Way,7604,7543,Brewer Park,7718
P7,Stadium Way,11254,11193,Brewer Park,11363
P7,Stadium Way,11286,11225,Brewer Park,11401
P3,Raven Rd emergency,130,69,Brewer Park,248
P3,Raven Rd emergency,102,41,Brewer Park,200
P6,Stadium Way,5049,4988,Brewer Park,5165
P2,Colonel By,534,473,Hogs Back Plaza (SW dest.),921
P5,Stadium Way,2899,2838,Brewer Park,3011
P5,Stadium Way,562,501,Brewer Park,677
P6,Stadium Way,4206,4145,Brewer Park,4316
P7,Stadium Way,12868,12807,Brewer Park,12978
P3,Raven Rd emergency,458,397,Brewer Park,1075
P7,Stadium Way,8335,8274,Brewer Park,8442
P7,Colonel By,10115,10054,Brewer Park,10889
P5,Stadium Way,3251,3190,Brewer Park,3361
P6,Stadium Way,5391,5330,Brewer Park,5508
P5,Stadium Way,1485,1424,Brewer Park,1600
P7,Stadium Way,9883,9822,Brewer Park,9995
P6,Stadium Way,7077,7016,Brewer Park,7190
P7,Colonel By,11556,11495,Brewer Park,12342
P5,Stadium Way,1696,1635,Brewer Park,1804
P6,Stadium Way,7375,7314,Brewer Park,7487
P6,Stadium Way,8232,8171,Brewer Park,8341
P7,Stadium Way,9337,9276,Brewer Park,9448
P6,Stadium Way,6282,6221,Brewer Park,6395
P6,Stadium Way,7551,7490,Brewer Park,7660
P6,Stadium Way,5286,5225,Brewer Park,5394
P6,Stadium Way,4625,4564,Brewer Park,4734
P7,Stadium Way,12820,12759,Brewer Park,12928
P6,Stadium Way,4531,4470,Brewer Park,4647
P7,Stadium Way,12889,12828,Brewer Park,12999
P5,Stadium Way,1935,1874,Brewer Park,2049
P4,Stadium Way,4280,4219,Brewer Park,4393
P3,Raven Rd emergency,162,101,Brewer Park,315
P6,Stadium Way,7314,7253,Brewer Park,7428
P5,Stadium Way,3501,3440,Brewer Park,3620
P5,Stadium Way,2849,2788,Brewer Park,2957
P6,Stadium Way,5370,5309,Brewer Park,5482
P7,Colonel By,11863,11802,Brewer Park,12658
P2,Colonel By,613,552,Hogs Back Plaza (SW dest.),1064
P7,Stadium Way,11726,11665,Brewer Park,11833
P1,Colonel By,163,102,Hogs Back Plaza (SW dest.),357
P2,Colonel By,579,518,Hogs Back Plaza (SW dest.),1012
P7,Stadium Way,11207,11146,Brewer Park,11310
P5,Stadium Way,3430,3369,Brewer Park,3537
P7,Stadium Way,11538,11477,Brewer Park,11655
P7,Stadium Way,9446,9385,Brewer Park,9554
P6,Stadium Way,7718,7657,Brewer Park,7832
P3,Raven Rd emergency,357,296,Brewer Park,798
P5,Stadium Way,3329,3268,Brewer Park,3442
P7,Stadium Way,11307,11246,Brewer Park,11414
P6,Stadium Way,5269,5208,Brewer Park,5373
P6,Stadium Way,5614,5553,Brewer Park,5722
P5,Stadium Way,1972,1911,Brewer Park,2088
P3,Raven Rd emergency,243,182,Brewer Park,499
P7,Stadium Way,10204,10143,Brewer Park,10306
P4,Stadium Way,3184,3123,Brewer Park,3301
P7,Stadium Way,9929,9868,Brewer Park,10040
P7,Colonel By,10177,10116,Brewer Park,10954
P5,Stadium Way,555,494,Brewer Park,668
P5,Stadium Way,3183,3122,Brewer Park,3297
P5,Stadium Way,1094,1033,Brewer Park,1207
P6,Stadium Way,6613,6552,Brewer Park,6733
P7,Stadium Way,11930,11869,Brewer Park,12039
P6,Stadium Way,8084,8023,Brewer Park,8198
P6,Stadium Way,5200,5139,Brewer Park,5308
P6,Stadium Way,4821,4760,Brewer Park,4929
P7,Stadium Way,10480,10419,Brewer Park,10594
P7,Stadium Way,11490,11429,Brewer Park,11606
P6,Stadium Way,4649,4588,Brewer Park,4760
P6,Stadium Way,6287,6226,Brewer Park,6405
P7,Stadium Way,11385,11324,Brewer Park,11499
P5,Stadium Way,3413,3352,Brewer Park,3525
P6,Stadium Way,5195,5134,Brewer Park,5301
P6,Stadium Way,4833,4772,Brewer Park,4942
P6,Stadium Way,7325,7264,Brewer Park,7441
P2,Colonel By,542,481,Hogs Back Plaza (SW dest.),939
P5,Stadium Way,2292,2231,Brewer Park,2389
P5,Stadium Way,2504,2443,Brewer Park,2619
P6,Stadium Way,6519,6458,Brewer Park,6632
P7,Stadium Way,9272,9211,Brewer Park,9373
P6,Stadium Way,7894,7833,Brewer Park,8010
P7,Stadium Way,8927,8866,Brewer Park,9033
P3,Raven Rd emergency,254,193,Brewer Park,514
P5,Stadium Way,2737,2676,Brewer Park,2844
P6,Stadium Way,4594,4533,Brewer Park,4703
P7,Colonel By,11888,11827,Brewer Park,12684
P5,Stadium Way,214,153,Brewer Park,274
P6,Stadium Way,5069,5008,Brewer Park,5187
P7,Stadium Way,10412,10351,Brewer Park,10519
P6,Stadium Way,5973,5912,Brewer Park,6085
P5,Stadium Way,779,718,Brewer Park,898
P6,Stadium Way,7111,7050,Brewer Park,7220
P6,Stadium Way,6001,5940,Brewer Park,6120
P6,Stadium Way,5228,5167,Brewer Park,5335
P5,Stadium Way,601,540,Brewer Park,711
P5,Stadium Way,3176,3115,Brewer Park,3285
P7,Colonel By,11665,11604,Brewer Park,12455
P5,Stadium Way,2826,2765,Brewer Park,2940
P6,Stadium Way,5455,5394,Brewer Park,5563
P7,Stadium Way,11429,11368,Brewer Park,11545
P7,Stadium Way,9770,9709,Brewer Park,9882
P7,Colonel By,10020,9959,Brewer Park,10777
P5,Stadium Way,516,455,Brewer Park,629
P7,Stadium Way,9507,9446,Brewer Park,9622
P5,Stadium Way,619,558,Brewer Park,733
P6,Stadium Way,4845,4784,Brewer Park,4950
P7,Stadium Way,11977,11916,Brewer Park,12086
P7,Stadium Way,10421,10360,Brewer Park,10532
P1,Colonel By,274,213,Hogs Back Plaza (SW dest.),494
P5,Stadium Way,3835,3774,Brewer Park,3940
P6,Stadium Way,6638,6577,Brewer Park,6751
P7,Stadium Way,9116,9055,Brewer Park,9226
P5,Stadium Way,3584,3523,Brewer Park,3702
P2,Colonel By,521,460,Hogs Back Plaza (SW dest.),895
P5,Stadium Way,2071,2010,Brewer Park,2180
P5,Stadium Way,2175,2114,Brewer Park,2281
P4,Stadium Way,4786,4725,Brewer Park,4899
P7,Stadium Way,9131,9070,Brewer Park,9239
P1,Colonel By,182,121,Hogs Back Plaza (SW dest.),379
P5,Stadium Way,3269,3208,Brewer Park,3378
P7,Stadium Way,8689,8628,Brewer Park,8793
P7,Stadium Way,12142,12081,Brewer Park,12256
P7,Stadium Way,12034,11973,Brewer Park,12147
P6,Stadium Way,5998,5937,Brewer Park,6115
P7,Stadium Way,12751,12690,Brewer Park,12859
P7,Stadium Way,12772,12711,Brewer Park,12881
P6,Stadium Way,6872,6811,Brewer Park,6987
P7,Stadium Way,9778,9717,Brewer Park,9887
P7,Colonel By,10250,10189,Brewer Park,11032
P3,Raven Rd emergency,333,272,Brewer Park,750
P7,Stadium Way,9730,9669,Brewer Park,9838
P6,Stadium Way,5301,5240,Brewer Park,5412
P5,Stadium Way,277,216,Brewer Park,372
P5,Stadium Way,329,268,Brewer Park,444
P7,Colonel By,11833,11772,Brewer Park,12631
P5,Stadium Way,1653,1592,Brewer Park,1769
P7,Colonel By,10273,10212,Brewer Park,11054
P7,Stadium Way,11424,11363,Brewer Park,11536
P6,Stadium Way,6818,6757,Brewer Park,6931
P1,Colonel By,190,129,Hogs Back Plaza (SW dest.),388
P6,Stadium Way,7956,7895,Brewer Park,8068
P7,Stadium Way,8772,8711,Brewer Park,8885
P6,Stadium Way,5792,5731,Brewer Park,5903
P4,Stadium Way,4802,4741,Brewer Park,4917
P7,Stadium Way,9277,9216,Brewer Park,9378
P6,Stadium Way,4946,4885,Brewer Park,5052
P2,Colonel By,532,471,Hogs Back Plaza (SW dest.),917
P7,Colonel By,10180,10119,Brewer Park,10963
P7,Stadium Way,8328,8267,Brewer Park,8433
P5,Stadium Way,2134,2073,Brewer Park,2237
P7,Stadium Way,10191,10130,Brewer Park,10293
P5,Stadium Way,3482,3421,Brewer Park,3599
P4,Stadium Way,4343,4282,Brewer Park,4453
P5,Stadium Way,1513,1452,Brewer Park,1626
P7,Stadium Way,11067,11006,Brewer Park,11177
P7,Colonel By,11816,11755,Brewer Park,12608
P7,Colonel By,11662,11601,Brewer Park,12451
P7,Stadium Way,8356,8295,Brewer Park,8470
P7,Stadium Way,12720,12659,Brewer Park,12832
P6,Stadium Way,5275,5214,Brewer Park,5381
P6,Stadium Way,4780,4719,Brewer Park,4890
P2,Colonel By,264,203,Hogs Back Plaza (SW dest.),788
P6,Stadium Way,7645,7584,Brewer Park,7754
P4,Stadium Way,4282,4221,Brewer Park,4397
P5,Stadium Way,3051,2990,Brewer Park,3160
P7,Stadium Way,11993,11932,Brewer Park,12099
P7,Colonel By,11585,11524,Brewer Park,12371
P5,Stadium Way,975,914,Brewer Park,1079
P7,Stadium Way,11744,11683,Brewer Park,11848
P6,Stadium Way,5413,5352,Brewer Park,5525
P7,Stadium Way,9101,9040,Brewer Park,9208
P4,Stadium Way,4490,4429,Brewer Park,4608
P5,Stadium Way,2337,2276,Brewer Park,2446
P5,Stadium Way,2460,2399,Brewer Park,2576
P3,Raven Rd emergency,585,524,Brewer Park,1199
P5,Stadium Way,3467,3406,Brewer Park,3581
P6,Stadium Way,6401,6340,Brewer Park,6506
